,id,en,de,es,fr,count,en_negated,de_negated,fr_negated,es_negated
373,P2238,official symbol,offizielles Symbol,símbolo oficial,symbole officiel,1419,not official symbol,nicht offizielles Symbol,ne pas symbole officiel,no símbolo oficial
374,P2674,next crossing downstream,nächste Querung flussabwärts,próximo cruce río abajo,prochain franchissement en aval,1563,not next crossing downstream,nicht nächste Querung flussabwärts,ne pas prochain franchissement en aval,no próximo cruce río abajo
375,P8324,funder,Stifter,financiador,financeur,1881,not funder,nicht Stifter,ne pas financeur,no financiador
376,P2701,file format,Dateiformat,formato de archivo,format de fichier,504,not file format,nicht Dateiformat,ne pas format de fichier,no formato de archivo
377,P3771,activator of,Aktivator von,activador de,activateur de,9,not activator of,nicht Aktivator von,ne pas activateur de,no activador de
378,P5024,choral conductor,Chorleiter,director de coro,chef de chœur,33,not choral conductor,nicht Chorleiter,ne pas chef de chœur,no director de coro
379,P7108,location of the point of view,Standort des Beobachters,lugar del punto de vista,position du point de vue,513,not location of the point of view,nicht Standort des Beobachters,ne pas position du point de vue,no lugar del punto de vista
380,P1780,school of,Schule,escuela de,école de,19,not school of,nicht Schule,ne pas école de,no escuela de
381,P1340,eye color,Augenfarbe,color de ojos,couleur des yeux,10007,not eye color,nicht Augenfarbe,ne pas couleur des yeux,no color de ojos
382,P1302,primary destinations,Hauptorte,destinos principales,principales localités desservies,3923,not primary destinations,nicht Hauptorte,ne pas principales localités desservies,no destinos principales
383,P6216,copyright status,Urheberrechtsstatus,estatus de los derechos de autor,statut des droits d'auteur,1809459,not copyright status,nicht Urheberrechtsstatus,ne pas statut des droits d'auteur,no estatus de los derechos de autor
384,P6568,inscription mentions,Inschrift erwähnt,mención de la inscripción,mention sur l'inscription,1709,not inscription mentions,nicht Inschrift erwähnt,ne pas mention sur l'inscription,no mención de la inscripción
385,P1876,vehicle,Fahrzeug,nave,vaisseau,840,not vehicle,nicht Fahrzeug,ne pas vaisseau,no nave
386,P3816,film script,Drehbuch,guion cinematográfico,scénario,28,not film script,nicht Drehbuch,ne pas scénario,no guion cinematográfico
387,P2378,issued by,ausgestellt von,emitido por,délivré par,1768,not issued by,nicht ausgestellt von,ne pas délivré par,no emitido por
388,P841,feast day,Gedenktag,día de festividad,fête,8727,not feast day,nicht Gedenktag,ne pas fête,no día de festividad
389,P608,exhibition history,Ausstellungen,historial de exposiciones,exposition,26567,not exhibition history,nicht Ausstellungen,ne pas exposition,no historial de exposiciones
390,P2822,by-product of,Nebenprodukt von,subproducto de,sous-produit de,34,not by-product of,nicht Nebenprodukt von,ne pas sous-produit de,no subproducto de
391,P414,stock exchange,Börse,bolsa de valores,place de cotation,13226,not stock exchange,nicht Börse,ne pas place de cotation,no bolsa de valores
392,P4424,mandates,benötigt,requiere,demande,147,not mandates,nicht benötigt,ne pas demande,no requiere
393,P6439,has lyrics,Liedtext,tiene la letra de,paroles provenant de,393,not has lyrics,nicht Liedtext,ne pas paroles provenant de,no tiene la letra de
394,P7767,serving temperature,Serviertemperatur,temperatura de servido,température de service,29,not serving temperature,nicht Serviertemperatur,ne pas température de service,no temperatura de servido
395,P412,voice type,Stimmlage,tesitura,tessiture,34211,not voice type,nicht Stimmlage,ne pas tessiture,no tesitura
396,P289,vessel class,Schiffsklasse,clase de navío,type de vaisseau,13258,not vessel class,nicht Schiffsklasse,ne pas type de vaisseau,no clase de navío
397,P505,general manager,Generaldirektor,director general,manager général,1482,not general manager,nicht Generaldirektor,ne pas manager général,no director general
398,P6365,member category,Kategorie für Mitglieder,categoría de miembros,catégorie pour les membres,3788,not member category,nicht Kategorie für Mitglieder,ne pas catégorie pour les membres,no categoría de miembros
399,P1001,applies to jurisdiction,gehört zum Zuständigkeitsbereich,pertenece a la jurisdicción,ressort territorial,930421,not applies to jurisdiction,nicht gehört zum Zuständigkeitsbereich,ne pas ressort territorial,no pertenece a la jurisdicción
400,P2499,league level above,höhere Liga,liga superior,ligue supérieure,6638,not league level above,nicht höhere Liga,ne pas ligue supérieure,no liga superior
401,P6886,writing language,geschriebene Sprache,lengua(s) de escritura,langues d'écriture (pour les auteurs publiés seulement),160586,not writing language,nicht geschriebene Sprache,ne pas langues d'écriture (pour les auteurs publiés seulement),no lengua(s) de escritura
402,P1221,compressor type,Kompressortyp,tipo de compresor,type de compresseur,2,not compressor type,nicht Kompressortyp,ne pas type de compresseur,no tipo de compresor
403,P1002,engine configuration,Motorbauform,configuración del motor,architecture du moteur,1031,not engine configuration,nicht Motorbauform,ne pas architecture du moteur,no configuración del motor
404,P693,cleavage,Spaltbarkeit,exfoliación,clivage,63,not cleavage,nicht Spaltbarkeit,ne pas clivage,no exfoliación
405,P1777,manner of,nach Art von,a la manera de,à la manière de,9,not manner of,nicht nach Art von,ne pas à la manière de,no a la manera de
406,P1574,exemplar of,Exemplar von,ejemplar de,exemplaire de,1726,not exemplar of,nicht Exemplar von,ne pas exemplaire de,no ejemplar de
407,P1387,political alignment,politische Ausrichtung,posición política,position politique,4177,not political alignment,nicht politische Ausrichtung,ne pas position politique,no posición política
408,P5444,model year,Modelljahr,año del modelo,année modèle,63,not model year,nicht Modelljahr,ne pas année modèle,no año del modelo
409,P91,sexual orientation,sexuelle Orientierung,orientación sexual,orientation sexuelle,4087,not sexual orientation,nicht sexuelle Orientierung,ne pas orientation sexuelle,no orientación sexual
410,P30,continent,Kontinent,continente,continent,82969,not continent,nicht Kontinent,ne pas continent,no continente
411,P2515,costume designer,Kostümbildner,diseñador de vestuario,costumier,12653,not costume designer,nicht Kostümbildner,ne pas costumier,no diseñador de vestuario
412,P2577,admissible rule in,gültige Regel in,regla admisible en,admissible en,8,not admissible rule in,nicht gültige Regel in,ne pas admissible en,no regla admisible en
413,P2550,recording or performance of,Aufnahme oder Ausführung von,grabación o ejecución de,enregistrement ou interprétation de,14735,not recording or performance of,nicht Aufnahme oder Ausführung von,ne pas enregistrement ou interprétation de,no grabación o ejecución de
414,P2647,source of material,Herkunft des Materials,origen del material,source du matériau,147,not source of material,nicht Herkunft des Materials,ne pas source du matériau,no origen del material
415,P611,religious order,Ordensgemeinschaft,orden religiosa,ordre religieux,31990,not religious order,nicht Ordensgemeinschaft,ne pas ordre religieux,no orden religiosa
416,P2541,operating area,Versorgungsgebiet,área de operación,zone opérationnelle,17718,not operating area,nicht Versorgungsgebiet,ne pas zone opérationnelle,no área de operación
417,P3294,encoding,Kodierung,codificación,encodage,2,not encoding,nicht Kodierung,ne pas encodage,no codificación
418,P479,input method,Eingabegerät,dispositivo de entrada,périphérique d'entrée,15055,not input method,nicht Eingabegerät,ne pas périphérique d'entrée,no dispositivo de entrada
419,P6885,historical region,historische Region,región histórica,région historique,15035,not historical region,nicht historische Region,ne pas région historique,no región histórica
420,P837,day in year for periodic occurrence,Jahrestag,día del año de una ocurrencia periódica,jour de l'année,3293,not day in year for periodic occurrence,nicht Jahrestag,ne pas jour de l'année,no día del año de una ocurrencia periódica
421,P2058,depositary,Depositar,depositario,dépositaire,229,not depositary,nicht Depositar,ne pas dépositaire,no depositario
422,P541,office contested,zur Wahl stehendes Amt,cargo que elige,poste en jeu,41494,not office contested,nicht zur Wahl stehendes Amt,ne pas poste en jeu,no cargo que elige
423,P588,coolant,Kühlmedium,refrigerante,réfrigérant,484,not coolant,nicht Kühlmedium,ne pas réfrigérant,no refrigerante
424,P1576,lifestyle,Lebensstil,estilo de vida,style de vie,1287,not lifestyle,nicht Lebensstil,ne pas style de vie,no estilo de vida
425,P1774,workshop of,Werkstatt von,taller de,atelier de,7,not workshop of,nicht Werkstatt von,ne pas atelier de,no taller de
426,P543,oath made by,Eid abgeleistet von,juramento tomado por,serment prêté par,90,not oath made by,nicht Eid abgeleistet von,ne pas serment prêté par,no juramento tomado por
427,P504,home port,Heimathafen,puerto de origen,port d'attache,5856,not home port,nicht Heimathafen,ne pas port d'attache,no puerto de origen
428,P511,honorific prefix,ehrende Anrede,prefijo honorífico,titre honorifique,52343,not honorific prefix,nicht ehrende Anrede,ne pas titre honorifique,no prefijo honorífico
429,P8127,tournament format,Turnierformat,formato de torneo,format du tournoi,1801,not tournament format,nicht Turnierformat,ne pas format du tournoi,no formato de torneo
430,P9237,reissue of,Wiederveröffentlichung,reedición de,réédition de,197,not reissue of,nicht Wiederveröffentlichung,ne pas réédition de,no reedición de
431,P4908,season,Staffel,temporada,saison,63279,not season,nicht Staffel,ne pas saison,no temporada
432,P1199,mode of inheritance,Vererbungsgang,modo de herencia,mode de transmission,85,not mode of inheritance,nicht Vererbungsgang,ne pas mode de transmission,no modo de herencia
433,P6166,quotes work,wörtlich zitiertes Werk,cita la obra,cite l'œuvre,409,not quotes work,nicht wörtlich zitiertes Werk,ne pas cite l'œuvre,no cita la obra
434,P193,main building contractor,Generalbauunternehmer,constructor,maître d'œuvre,2893,not main building contractor,nicht Generalbauunternehmer,ne pas maître d'œuvre,no constructor
435,P945,allegiance,Treuepflicht,lealtad,allégeance envers,60809,not allegiance,nicht Treuepflicht,ne pas allégeance envers,no lealtad
436,P5185,grammatical gender,grammatikalisches Geschlecht,género gramatical,genre grammatical,236557,not grammatical gender,nicht grammatikalisches Geschlecht,ne pas genre grammatical,no género gramatical
437,P4647,location of first performance,Ort der Uraufführung oder Erstausstrahlung,lugar de primera representación,lieu de la première représentation,18236,not location of first performance,nicht Ort der Uraufführung oder Erstausstrahlung,ne pas lieu de la première représentation,no lugar de primera representación
438,P1399,convicted of,verurteilt wegen,condenado por,condamné pour,10492,not convicted of,nicht verurteilt wegen,ne pas condamné pour,no condenado por
439,P114,airline alliance,Luftfahrtallianz,alianza aérea,alliance aérienne,278,not airline alliance,nicht Luftfahrtallianz,ne pas alliance aérienne,no alianza aérea
440,P512,academic degree,akademischer Grad,grado académico,diplôme universitaire,131615,not academic degree,nicht akademischer Grad,ne pas diplôme universitaire,no grado académico
441,P8706,ritual object,Ritualobjekt,objeto ritual,objet rituel,631,not ritual object,nicht Ritualobjekt,ne pas objet rituel,no objeto ritual
442,P3279,statistical leader,Erster in einer Statistik,líder estadístico,auteur de la meilleure performance,2638,not statistical leader,nicht Erster in einer Statistik,ne pas auteur de la meilleure performance,no líder estadístico
443,P4220,order of battle,Schlachtordnung,orden de batalla,ordre de bataille,409,not order of battle,nicht Schlachtordnung,ne pas ordre de bataille,no orden de batalla
444,P5514,accredited by,akkreditiert von,acreditación,accrédité par,4149,not accredited by,nicht akkreditiert von,ne pas accrédité par,no acreditación
445,P735,given name,Vorname,nombre de pila,prénom,6659405,not given name,nicht Vorname,ne pas prénom,no nombre de pila
446,P126,maintained by,Betreuer,mantenido por,maintenance assurée par,528275,not maintained by,nicht Betreuer,ne pas maintenance assurée par,no mantenido por
447,P1408,licensed to broadcast to,Sendelizenz in,licenciado para emitir en,ville de licence,16647,not licensed to broadcast to,nicht Sendelizenz in,ne pas ville de licence,no licenciado para emitir en
448,P5137,item for this sense,Objekt für diesen Sinn,elemento para este sentido,élément pour ce sens,113852,not item for this sense,nicht Objekt für diesen Sinn,ne pas élément pour ce sens,no elemento para este sentido
449,P5009,complies with,erfüllt,conforme a,est conforme à,162,not complies with,nicht erfüllt,ne pas est conforme à,no conforme a
450,P1437,plea,Plädoyer der Verteidigung,declaración de culpabilidad,plaidoyer,7,not plea,nicht Plädoyer der Verteidigung,ne pas plaidoyer,no declaración de culpabilidad
451,P8626,opening time,Öffnungszeit,hora de apertura,heure d'ouverture,9,not opening time,nicht Öffnungszeit,ne pas heure d'ouverture,no hora de apertura
452,P533,target,Angriffsziel,objetivo,cible,1480,not target,nicht Angriffsziel,ne pas cible,no objetivo
453,P306,operating system,Betriebssystem,sistema operativo,système d'exploitation,39208,not operating system,nicht Betriebssystem,ne pas système d'exploitation,no sistema operativo
454,P816,decays to,zerfällt zu,se desintegra en,se désintègre spontanément en,7387,not decays to,nicht zerfällt zu,ne pas se désintègre spontanément en,no se desintegra en
455,P2291,charted in,Chartplatzierung,clasificado en,classé dans,1600,not charted in,nicht Chartplatzierung,ne pas classé dans,no clasificado en
456,P1383,contains settlement,enthält Siedlung,núcleo de población,contient la localité,32828,not contains settlement,nicht enthält Siedlung,ne pas contient la localité,no núcleo de población
457,P2849,produced by,produziert durch,producido por,produit par,270,not produced by,nicht produziert durch,ne pas produit par,no producido por
458,P21,sex or gender,Geschlecht,sexo o género,sexe ou genre,7855753,not sex or gender,nicht Geschlecht,ne pas sexe ou genre,no sexo o género
459,P682,biological process,biologischer Prozess,proceso biológico,processus biologique,1194172,not biological process,nicht biologischer Prozess,ne pas processus biologique,no proceso biológico
460,P6758,supported sports team,unterstützt Sportmannschaft,equipo deportivo apoyado,supporter de,700,not supported sports team,nicht unterstützt Sportmannschaft,ne pas supporter de,no equipo deportivo apoyado
461,P5817,state of use,Nutzungszustand,estado de uso,état d'usage,29051,not state of use,nicht Nutzungszustand,ne pas état d'usage,no estado de uso
462,P3005,valid in place,gilt für Ort,válido en,valide en/à,174,not valid in place,nicht gilt für Ort,ne pas valide en/à,no válido en
463,P3643,significant environmental impact,Einfluss auf die Umwelt,impacto ambiental significativo,problème environnemental,13095,not significant environmental impact,nicht Einfluss auf die Umwelt,ne pas problème environnemental,no impacto ambiental significativo
464,P655,translator,Übersetzer,traductor,traducteur,17950,not translator,nicht Übersetzer,ne pas traducteur,no traductor
465,P8196,voting system,Abstimmungssystem,sistema de votación,système de vote,1329,not voting system,nicht Abstimmungssystem,ne pas système de vote,no sistema de votación
466,P1840,investigated by,untersucht von,investigado por,investigué par,573,not investigated by,nicht untersucht von,ne pas investigué par,no investigado por
467,P5422,has pattern,hat dekoratives Muster,patrón decorativo,motif décoratif,404,not has pattern,nicht hat dekoratives Muster,ne pas motif décoratif,no patrón decorativo
468,P912,has facility,verfügt über Einrichtung,instalaciones,équipement,16505,not has facility,nicht verfügt über Einrichtung,ne pas équipement,no instalaciones
469,P3967,final event,Finale,evento final,événement final,1767,not final event,nicht Finale,ne pas événement final,no evento final
470,P3014,laws applied,angewendete Gesetze,leyes aplicadas,lois appliquées,173,not laws applied,nicht angewendete Gesetze,ne pas lois appliquées,no leyes aplicadas
471,P4634,premiere type,Erstaufführungstyp,tipo de estreno,type de première,469,not premiere type,nicht Erstaufführungstyp,ne pas type de première,no tipo de estreno
472,P1192,connecting service,Linienangehörigkeit,servicio de conexión,service de transport,41093,not connecting service,nicht Linienangehörigkeit,ne pas service de transport,no servicio de conexión
473,P8031,perpetrator,Täter,perpetrador,perpétrateur,785,not perpetrator,nicht Täter,ne pas perpétrateur,no perpetrador
474,P4379,youth wing,Jugendorganisation,organización juvenil,section de jeunesse,205,not youth wing,nicht Jugendorganisation,ne pas section de jeunesse,no organización juvenil
475,P4101,dissertation submitted to,Abschlussarbeit eingereicht bei,disertación presentada en,organisme de soutenance,63801,not dissertation submitted to,nicht Abschlussarbeit eingereicht bei,ne pas organisme de soutenance,no disertación presentada en
476,P2563,superhuman feature or ability,übermenschliche Eigenschaft oder Fähigkeit,superpoder,super-pouvoir,6707,not superhuman feature or ability,nicht übermenschliche Eigenschaft oder Fähigkeit,ne pas super-pouvoir,no superpoder
477,P2360,intended public,Zielgruppe,público objetivo,audience cible,7836,not intended public,nicht Zielgruppe,ne pas audience cible,no público objetivo
478,P2839,gait,Gangart,andadura,allure,17,not gait,nicht Gangart,ne pas allure,no andadura
479,P7084,related category,verwandte Kategorie,categoría relacionada,catégorie liée,16225,not related category,nicht verwandte Kategorie,ne pas catégorie liée,no categoría relacionada
480,P57,director,Regisseur,director,réalisateur ou metteur en scène,331768,not director,nicht Regisseur,ne pas réalisateur ou metteur en scène,no director
481,P7604,supervised by,Vorgesetzter,supervisor,encadrant,75,not supervised by,nicht Vorgesetzter,ne pas encadrant,no supervisor
482,P2922,month of the year,Monat des Jahres,mes del año,mois de l'année,4518,not month of the year,nicht Monat des Jahres,ne pas mois de l'année,no mes del año
483,P2408,set in period,Zeit der Handlung,época de ambientación,époque de l'action,7356,not set in period,nicht Zeit der Handlung,ne pas époque de l'action,no época de ambientación
484,P2239,first aid measures,Erste-Hilfe-Maßnahmen,primeros auxilios,premiers secours,2825,not first aid measures,nicht Erste-Hilfe-Maßnahmen,ne pas premiers secours,no primeros auxilios
485,P1637,undercarriage,Fahrwerk,tren de aterrizaje,train d'atterrissage,225,not undercarriage,nicht Fahrwerk,ne pas train d'atterrissage,no tren de aterrizaje
486,P560,direction,Richtung,dirección,direction,36,not direction,nicht Richtung,ne pas direction,no dirección
487,P6241,collection creator,Sammlungsgründer,creador de colección,producteur d'archives,6035,not collection creator,nicht Sammlungsgründer,ne pas producteur d'archives,no creador de colección
488,P3015,backup or reserve team or crew,Ersatzmannschaft,equipo de reserva,équipe ou équipage de réserve,220,not backup or reserve team or crew,nicht Ersatzmannschaft,ne pas équipe ou équipage de réserve,no equipo de reserva
489,P2846,wheelchair accessibility,Rollstuhlzugänglichkeit,accesibilidad para silla de ruedas,accessibilité aux fauteuils roulants,3117,not wheelchair accessibility,nicht Rollstuhlzugänglichkeit,ne pas accessibilité aux fauteuils roulants,no accesibilidad para silla de ruedas
490,P1596,penalty,Strafe,condena,condamnation,1910,not penalty,nicht Strafe,ne pas condamnation,no condena
491,P881,type of variable star,Typ des veränderlichen Sterns,tipo de estrella variable,type d'étoile variable,385882,not type of variable star,nicht Typ des veränderlichen Sterns,ne pas type d'étoile variable,no tipo de estrella variable
492,P5131,possible medical findings,mögliche medizinische Befunde,hallazgos médicos posibles,observation médicale possible,96,not possible medical findings,nicht mögliche medizinische Befunde,ne pas observation médicale possible,no hallazgos médicos posibles
493,P4387,update method,Aktualisierungsmethode,método de actualización,méthode de mise à jour,117,not update method,nicht Aktualisierungsmethode,ne pas méthode de mise à jour,no método de actualización
494,P2341,indigenous to,einheimisch,nativo de,autochtone de,18192,not indigenous to,nicht einheimisch,ne pas autochtone de,no nativo de
495,P4132,linguistic typology,Sprachtypologie,tipología lingüística,typologie linguistique,2248,not linguistic typology,nicht Sprachtypologie,ne pas typologie linguistique,no tipología lingüística
496,P8938,artistic director,Künstlerischer Leiter,director artístico de una organización,directeur artistique d'une organisation,72,not artistic director,nicht Künstlerischer Leiter,ne pas directeur artistique d'une organisation,no director artístico de una organización
497,P1027,conferred by,verliehen von,conferido por,décerné par,14995,not conferred by,nicht verliehen von,ne pas décerné par,no conferido por
498,P4070,identifier shared with,teilt Identifikator mit,identificador compartido con,identifiant partagé avec,19,not identifier shared with,nicht teilt Identifikator mit,ne pas identifiant partagé avec,no identificador compartido con
499,P3019,railway signalling system,Zugsicherungssystem,sistema de señalización ferroviaria,système de signalisation ferroviaire,109,not railway signalling system,nicht Zugsicherungssystem,ne pas système de signalisation ferroviaire,no sistema de señalización ferroviaria
500,P941,inspired by,inspiriert von,inspirado por,inspiré de,5702,not inspired by,nicht inspiriert von,ne pas inspiré de,no inspirado por
501,P1877,after a work by,nach einem Werk von,inspirado en la obra de,d'après une œuvre de,12273,not after a work by,nicht nach einem Werk von,ne pas d'après une œuvre de,no inspirado en la obra de
502,P4969,derivative work,Bearbeitung,obra derivada,œuvre dérivée,19698,not derivative work,nicht Bearbeitung,ne pas œuvre dérivée,no obra derivada
503,P9239,affiliated worker organisation,Gewerkschaft im Betrieb,sindicato afiliado,organisation de travailleurs affiliés,23,not affiliated worker organisation,nicht Gewerkschaft im Betrieb,ne pas organisation de travailleurs affiliés,no sindicato afiliado
504,P6440,maintenance method,Instandhaltung,método de mantenimiento,méthode d'entretien,38,not maintenance method,nicht Instandhaltung,ne pas méthode d'entretien,no método de mantenimiento
505,P3969,signed form,lautsprachbegleitende Gebärden,forma gestual,forme signée,3,not signed form,nicht lautsprachbegleitende Gebärden,ne pas forme signée,no forma gestual
506,P6237,real estate developer,Immobilienentwickler,promotor inmobiliario,promoteur immobilier,78,not real estate developer,nicht Immobilienentwickler,ne pas promoteur immobilier,no promotor inmobiliario
507,P92,main regulatory text,Rechtsgrundlage,texto regulador principal,principal texte régulateur,9314,not main regulatory text,nicht Rechtsgrundlage,ne pas principal texte régulateur,no texto regulador principal
508,P520,armament,Bewaffnung,armamento,armement,5478,not armament,nicht Bewaffnung,ne pas armement,no armamento
509,P922,magnetic ordering,magnetische Ordnung,ordenamiento magnético,effet magnétique,2,not magnetic ordering,nicht magnetische Ordnung,ne pas effet magnétique,no ordenamiento magnético
510,P5028,sound designer,Tondesigner,diseñador de sonido,designer sonore,3210,not sound designer,nicht Tondesigner,ne pas designer sonore,no diseñador de sonido
511,P925,presynaptic connection,präsynaptische Verbindung,conexión presináptica,connexion présynaptique,6,not presynaptic connection,nicht präsynaptische Verbindung,ne pas connexion présynaptique,no conexión presináptica
512,P4844,research intervention,Forschungsintervention,intervención de investigación,variable de recherche,148107,not research intervention,nicht Forschungsintervention,ne pas variable de recherche,no intervención de investigación
513,P8111,recommended unit of measurement,empfohlene Maßeinheit,unidad de medida recomendada,unité de mesure recommandée,1165,not recommended unit of measurement,nicht empfohlene Maßeinheit,ne pas unité de mesure recommandée,no unidad de medida recomendada
514,P943,programmer,Programmierer,programador,programmeur,388,not programmer,nicht Programmierer,ne pas programmeur,no programador
515,P8744,economy of topic,Wirtschaft des Themas,economía del sujeto,économie du sujet,1377,not economy of topic,nicht Wirtschaft des Themas,ne pas économie du sujet,no economía del sujeto
516,P3773,antagonist of,Antagonist zu,antagonista de,antagoniste de,12,not antagonist of,nicht Antagonist zu,ne pas antagoniste de,no antagonista de
517,P7727,legislative committee,Legislativkomitee,comité legislativo,comité législatif,123710,not legislative committee,nicht Legislativkomitee,ne pas comité législatif,no comité legislativo
518,P1028,donated by,gestifted von,donado por,donné par,9668,not donated by,nicht gestifted von,ne pas donné par,no donado por
519,P8225,is metaclass for,Metaklasse für,es una metaclase para,est une métaclasse pour,371,not is metaclass for,nicht Metaklasse für,ne pas est une métaclasse pour,no es una metaclase para
520,P3452,inferred from,abgeleitet von,deducido de,déduit de,2,not inferred from,nicht abgeleitet von,ne pas déduit de,no deducido de
521,P447,review score by,bewertet von,calificado por,noté par,14,not review score by,nicht bewertet von,ne pas noté par,no calificado por
522,P2392,teaching method,Lehrmethode,método de enseñanza,méthode pédagogique,58,not teaching method,nicht Lehrmethode,ne pas méthode pédagogique,no método de enseñanza
523,P2817,appears in the heritage monument list,ist in der Kulturdenkmal-Liste,aparece en la lista de los monumentos clasificados,apparaît dans la liste des monuments classifiés,267974,not appears in the heritage monument list,nicht ist in der Kulturdenkmal-Liste,ne pas apparaît dans la liste des monuments classifiés,no aparece en la lista de los monumentos clasificados
524,P2596,culture,Kultur,cultura,culture,10007,not culture,nicht Kultur,ne pas culture,no cultura
525,P1478,has immediate cause,hat unmittelbare Ursache,causa inmediata,a pour cause immédiate,123514,not has immediate cause,nicht hat unmittelbare Ursache,ne pas a pour cause immédiate,no causa inmediata
526,P1018,language regulatory body,Kontrollorgan der Sprache,institución de normalización,institution de normalisation,208,not language regulatory body,nicht Kontrollorgan der Sprache,ne pas institution de normalisation,no institución de normalización
527,P485,archives at,archiviert in,archivado en,archivé par,75122,not archives at,nicht archiviert in,ne pas archivé par,no archivado en
528,P2912,distinctive jersey,Wertungstrikot,maillot distintivo,maillot distinctif,2,not distinctive jersey,nicht Wertungstrikot,ne pas maillot distinctif,no maillot distintivo
529,P3310,muscle action,Bewegungstyp des Muskels,acción muscular,action du muscle,253,not muscle action,nicht Bewegungstyp des Muskels,ne pas action du muscle,no acción muscular
530,P6855,emergency services,Notfalleinrichtungen,servicios de emergencia,accueil et traitement des urgences,766,not emergency services,nicht Notfalleinrichtungen,ne pas accueil et traitement des urgences,no servicios de emergencia
531,P3301,broadcast by,ausgestrahlt von,transmitido por,diffusé par,7411,not broadcast by,nicht ausgestrahlt von,ne pas diffusé par,no transmitido por
532,P1654,wing configuration,Flügelanordnung,configuración alar,configuration d'aile,1104,not wing configuration,nicht Flügelanordnung,ne pas configuration d'aile,no configuración alar
533,P2681,is recto of,ist Vorderseite von,es recto de,est le recto,162,not is recto of,nicht ist Vorderseite von,ne pas est le recto,no es recto de
534,P1568,definition domain,Definitionsmenge,dominio,domaine de définition,123,not definition domain,nicht Definitionsmenge,ne pas domaine de définition,no dominio
535,P5236,prime factor,Primfaktor,factor primo,facteur premier,151179,not prime factor,nicht Primfaktor,ne pas facteur premier,no factor primo
536,P2964,right to vote,Wahlrecht,derecho de voto,corps électoral,68,not right to vote,nicht Wahlrecht,ne pas corps électoral,no derecho de voto
537,P3490,muscle origin,Muskelursprung,origen del músculo,origine du muscle,61,not muscle origin,nicht Muskelursprung,ne pas origine du muscle,no origen del músculo
538,P97,noble title,Adelstitel,título nobiliario,titre de noblesse,54140,not noble title,nicht Adelstitel,ne pas titre de noblesse,no título nobiliario
539,P1136,solved by,Gelöst von,resuelto por,résolu par,116,not solved by,nicht Gelöst von,ne pas résolu par,no resuelto por
540,P1851,input set,Eingabemenge,conjunto de entrada,ensemble de départ,32,not input set,nicht Eingabemenge,ne pas ensemble de départ,no conjunto de entrada
541,P16,transport network,Straßennetz,red de transporte,réseau de transport,52612,not transport network,nicht Straßennetz,ne pas réseau de transport,no red de transporte
542,P1622,driving side,Fahrseite,lado de conducción,conduite à,427,not driving side,nicht Fahrseite,ne pas conduite à,no lado de conducción
543,P4082,captured with,aufgenommen mit,tomada con,pris avec,20,not captured with,nicht aufgenommen mit,ne pas pris avec,no tomada con
544,P3093,recovered by,zurückerlangt von,recuperado por,récupéré par,55,not recovered by,nicht zurückerlangt von,ne pas récupéré par,no recuperado por
545,P550,chivalric order,Ritterorden,orden de caballería,ordre de chevalerie,65,not chivalric order,nicht Ritterorden,ne pas ordre de chevalerie,no orden de caballería
546,P1202,carries scientific instrument,mitgeführtes wissenschaftliches Gerät,instrumentos científicos a bordo,instruments embarqués,212,not carries scientific instrument,nicht mitgeführtes wissenschaftliches Gerät,ne pas instruments embarqués,no instrumentos científicos a bordo
547,P868,foods traditionally associated,Traditionsgericht,alimentos tradicionalmente asociados,nourriture traditionnellement associée,399,not foods traditionally associated,nicht Traditionsgericht,ne pas nourriture traditionnellement associée,no alimentos tradicionalmente asociados
548,P437,distribution format,Materialart/Vertriebsweg,distribución,format de distribution,200508,not distribution format,nicht Materialart/Vertriebsweg,ne pas format de distribution,no distribución
549,P1853,blood type,Blutgruppe,grupo sanguíneo,groupe sanguin,31850,not blood type,nicht Blutgruppe,ne pas groupe sanguin,no grupo sanguíneo
550,P3148,repeals,hebt auf,revoca,abroge,28835,not repeals,nicht hebt auf,ne pas abroge,no revoca
551,P6153,research site,Forschungsort,sitio de investigación,site de recherche,266968,not research site,nicht Forschungsort,ne pas site de recherche,no sitio de investigación
552,P5642,risk factor,Risikofaktor,factor de riesgo,facteur de risque,198,not risk factor,nicht Risikofaktor,ne pas facteur de risque,no factor de riesgo
553,P1406,script directionality,Schreibrichtung,dirección de la escritura,sens de l'écriture,324,not script directionality,nicht Schreibrichtung,ne pas sens de l'écriture,no dirección de la escritura
554,P4878,symbolizes,symbolisiert,simboliza,symbolise,51,not symbolizes,nicht symbolisiert,ne pas symbolise,no simboliza
555,P3815,volcano observatory,Vulkanobservatorium,observatorio vulcanológico,observatoire volcanologique,598,not volcano observatory,nicht Vulkanobservatorium,ne pas observatoire volcanologique,no observatorio vulcanológico
556,P5072,presented in,aufgeführt bei,presentado en,présenté à,844,not presented in,nicht aufgeführt bei,ne pas présenté à,no presentado en
557,P5658,railway traffic side,Fahrordnung,sentido de circulación de trenes,sens de circulation des trains,282,not railway traffic side,nicht Fahrordnung,ne pas sens de circulation des trains,no sentido de circulación de trenes
558,P9883,created for,gemacht für,creado para,créé(e) pour,36,not created for,nicht gemacht für,ne pas créé(e) pour,no creado para
